17 1703319291 2.000000 -1.000000 -101.000000 0.000000 0.000000
17 1703319292 2.000000 -1.000000 -101.000000 0.000000 0.000000
17 1703319293 2.000000 -1.000000 -101.000000 0.000000 0.000000
17 1703319294 2.000000 -1.000000 -101.000000 0.000000 0.000000
17 1703319295 2.000000 -1.000000 -101.000000 0.000000 0.000000
17 1703319311 0.400000 -1.000000 -101.000000 0.000000 0.000000
17 1703319312 0.400000 -1.000000 -101.000000 0.000000 0.000000
17 1703319313 0.400000 -1.000000 -101.000000 0.000000 0.000000
17 1703319314 0.400000 -1.000000 -101.000000 0.000000 0.000000
17 1703319315 0.400000 -1.000000 -101.000000 0.000000 0.000000
17 1703319316 12.000000 -1.000000 -101.000000 0.000000 0.000000
17 1703319317 12.000000 -1.000000 -101.000000 0.000000 0.000000
17 1703319318 12.000000 -1.000000 -101.000000 0.000000 0.000000
17 1703319319 12.000000 -1.000000 -101.000000 0.000000 0.000000
17 1703319320 12.000000 -1.000000 -101.000000 0.000000 0.000000
17 1703319321 2.000000 -1.000000 -101.000000 0.000000 0.000000
17 1703319322 2.000000 -1.000000 -101.000000 0.000000 0.000000
17 1703319323 2.000000 -1.000000 -101.000000 0.000000 0.000000
17 1703319324 2.000000 -1.000000 -101.000000 0.000000 0.000000
17 1703319325 2.000000 -1.000000 -101.000000 0.000000 0.000000
17 1703319336 2.000000 -1.000000 -101.000000 0.000000 0.000000
17 1703319337 2.000000 -1.000000 -101.000000 0.000000 0.000000
17 1703319338 2.000000 -1.000000 -101.000000 0.000000 0.000000
17 1703319339 2.000000 -1.000000 -101.000000 0.000000 0.000000
17 1703319340 2.000000 -1.000000 -101.000000 0.000000 0.000000
17 1703319341 20.000000 -1.000000 -101.000000 0.000000 0.000000
17 1703319342 20.000000 -1.000000 -101.000000 0.000000 0.000000
17 1703319343 20.000000 -1.000000 -101.000000 0.000000 0.000000
17 1703319344 20.000000 -1.000000 -101.000000 0.000000 0.000000
17 1703319345 20.000000 -1.000000 -101.000000 0.000000 0.000000
17 1703319346 9.000000 -1.000000 -101.000000 0.000000 0.000000
17 1703319347 9.000000 -1.000000 -101.000000 0.000000 0.000000
17 1703319348 9.000000 -1.000000 -101.000000 0.000000 0.000000
17 1703319349 9.000000 -1.000000 -101.000000 0.000000 0.000000
17 1703319350 9.000000 -1.000000 -101.000000 0.000000 0.000000
17 1703319351 1.000000 -1.000000 -101.000000 0.000000 0.000000
17 1703319352 1.000000 -1.000000 -101.000000 0.000000 0.000000
17 1703319353 1.000000 -1.000000 -101.000000 0.000000 0.000000
17 1703319354 1.000000 -1.000000 -101.000000 0.000000 0.000000
17 1703319355 1.000000 -1.000000 -101.000000 0.000000 0.000000
17 1703319366 2.000000 -1.000000 -101.000000 0.000000 0.000000
17 1703319367 2.000000 -1.000000 -101.000000 0.000000 0.000000
17 1703319368 2.000000 -1.000000 -101.000000 0.000000 0.000000
17 1703319369 2.000000 -1.000000 -101.000000 0.000000 0.000000
17 1703319370 2.000000 -1.000000 -101.000000 0.000000 0.000000
17 1703319371 20.000000 -1.000000 -101.000000 0.000000 0.000000
17 1703319372 20.000000 -1.000000 -101.000000 0.000000 0.000000
