13 1703319286 0.000279 0.800000 0.000202 0.000356 0.000000
13 1703319287 0.000279 0.800000 0.000202 0.000356 0.000000
13 1703319288 0.000279 0.800000 0.000202 0.000356 0.000000
13 1703319289 0.000279 0.800000 0.000202 0.000356 0.000000
13 1703319290 0.000279 0.800000 0.000202 0.000356 0.000000
13 1703319291 0.000194 0.400000 0.000192 0.000195 0.000000
13 1703319292 0.000194 0.400000 0.000192 0.000195 0.000000
13 1703319293 0.000194 0.400000 0.000192 0.000195 0.000000
13 1703319294 0.000194 0.400000 0.000192 0.000195 0.000000
13 1703319295 0.000194 0.400000 0.000192 0.000195 0.000000
13 1703319296 0.000332 0.800000 0.000188 0.000745 0.000000
13 1703319297 0.000332 0.800000 0.000188 0.000745 0.000000
13 1703319298 0.000332 0.800000 0.000188 0.000745 0.000000
13 1703319299 0.000332 0.800000 0.000188 0.000745 0.000000
13 1703319300 0.000332 0.800000 0.000188 0.000745 0.000000
27 1703319316 27.784942 0.400000 27.775256 27.794628 308.801239
24 1703319316 28.066862 0.400000 28.057468 28.076256 315.099532
27 1703319317 27.784942 0.400000 27.775256 27.794628 308.801239
24 1703319317 28.066862 0.400000 28.057468 28.076256 315.099532
27 1703319318 27.784942 0.400000 27.775256 27.794628 308.801239
24 1703319318 28.066862 0.400000 28.057468 28.076256 315.099532
27 1703319319 27.784942 0.400000 27.775256 27.794628 308.801239
24 1703319319 28.066862 0.400000 28.057468 28.076256 315.099532
27 1703319320 27.784942 0.400000 27.775256 27.794628 308.801239
24 1703319320 28.066862 0.400000 28.057468 28.076256 315.099532
27 1703319341 28.573086 2.000000 27.744466 29.071973 1633.447373
24 1703319341 46.399191 2.000000 27.976174 55.686541 4483.110950
27 1703319342 28.573086 2.000000 27.744466 29.071973 1633.447373
24 1703319342 46.399191 2.000000 27.976174 55.686541 4483.110950
24 1703319343 46.399191 2.000000 27.976174 55.686541 4483.110950
27 1703319343 28.573086 2.000000 27.744466 29.071973 1633.447373
27 1703319344 28.573086 2.000000 27.744466 29.071973 1633.447373
24 1703319344 46.399191 2.000000 27.976174 55.686541 4483.110950
27 1703319345 28.573086 2.000000 27.744466 29.071973 1633.447373
24 1703319345 46.399191 2.000000 27.976174 55.686541 4483.110950
27 1703319371 28.162781 2.000000 27.749190 28.680792 1586.527819
24 1703319371 29.193932 2.000000 28.334887 30.517444 1705.709809
27 1703319372 28.162781 2.000000 27.749190 28.680792 1586.527819
24 1703319372 29.193932 2.000000 28.334887 30.517444 1705.709809
27 1703319373 28.162781 2.000000 27.749190 28.680792 1586.527819
24 1703319373 29.193932 2.000000 28.334887 30.517444 1705.709809
27 1703319374 28.162781 2.000000 27.749190 28.680792 1586.527819
24 1703319374 29.193932 2.000000 28.334887 30.517444 1705.709809
27 1703319375 28.162781 2.000000 27.749190 28.680792 1586.527819
24 1703319375 29.193932 2.000000 28.334887 30.517444 1705.709809
27 1703319401 28.275990 2.000000 27.919827 28.645196 1599.199317
24 1703319401 29.004430 2.000000 28.434230 29.715282 1682.774297
27 1703319402 28.275990 2.000000 27.919827 28.645196 1599.199317
24 1703319402 29.004430 2.000000 28.434230 29.715282 1682.774297
27 1703319403 28.275990 2.000000 27.919827 28.645196 1599.199317
24 1703319403 29.004430 2.000000 28.434230 29.715282 1682.774297
27 1703319404 28.275990 2.000000 27.919827 28.645196 1599.199317
24 1703319404 29.004430 2.000000 28.434230 29.715282 1682.774297
27 1703319405 28.275990 2.000000 27.919827 28.645196 1599.199317
24 1703319405 29.004430 2.000000 28.434230 29.715282 1682.774297
27 1703319431 28.132653 2.000000 27.580993 28.691482 1583.175107
24 1703319431 28.706564 2.000000 28.018413 29.566230 1648.767015
27 1703319432 28.132653 2.000000 27.580993 28.691482 1583.175107
24 1703319432 28.706564 2.000000 28.018413 29.566230 1648.767015
27 1703319433 28.132653 2.000000 27.580993 28.691482 1583.175107
24 1703319433 28.706564 2.000000 28.018413 29.566230 1648.767015
27 1703319434 28.132653 2.000000 27.580993 28.691482 1583.175107
24 1703319434 28.706564 2.000000 28.018413 29.566230 1648.767015
27 1703319435 28.132653 2.000000 27.580993 28.691482 1583.175107
24 1703319435 28.706564 2.000000 28.018413 29.566230 1648.767015
27 1703319456 27.821790 0.600000 27.755043 27.950461 464.436170
24 1703319456 28.841706 0.600000 28.656722 29.039156 499.121065
27 1703319457 27.821790 0.600000 27.755043 27.950461 464.436170
24 1703319457 28.841706 0.600000 28.656722 29.039156 499.121065
27 1703319458 27.821790 0.600000 27.755043 27.950461 464.436170
24 1703319458 28.841706 0.600000 28.656722 29.039156 499.121065
27 1703319459 27.821790 0.600000 27.755043 27.950461 464.436170
24 1703319459 28.841706 0.600000 28.656722 29.039156 499.121065
27 1703319460 27.821790 0.600000 27.755043 27.950461 464.436170
24 1703319460 28.841706 0.600000 28.656722 29.039156 499.121065
27 1703319461 28.313017 1.400000 28.000964 28.683446 1122.403184
24 1703319461 28.915027 1.400000 28.318293 29.580588 1170.717308
27 1703319462 28.313017 1.400000 28.000964 28.683446 1122.403184
24 1703319462 28.915027 1.400000 28.318293 29.580588 1170.717308
